,product_url,store_id,product_id,y,y_pred,y_pred_prob,y_pred_female,y_pred_male,y_pred_neutral
0,http://groceries.asda.com/product/hair-care-dye--styling/loreal-preference-infinia--florida-honey-blonde-permanent-hair-dye/394987,3.0,394987.0,female,male,male,0.2246554175262851,0.6703655400695464,0.10497904240416837
1,www.tesco.com/groceries/en-GB/products/294873841,1.0,294873841.0,neutral,female,female,0.5096510943700984,0.3384483918522206,0.1519005137776811
2,www.tesco.com/groceries/en-GB/products/314714113,1.0,314714113.0,female,female,female,0.8142989125253192,0.0975006030477336,0.08820048442694728
3,www.tesco.com/groceries/en-GB/products/308098907,1.0,308098907.0,male,female,neutral,0.47770635819234003,0.41037793916318427,0.11191570264447581
4,https://groceries.morrisons.com/products/solv-collagen-peach--raspberry-powder/114085815,4.0,114085815.0,female,female,female,0.7809990084863204,0.12487153597647294,0.09412945553720675
5,https://groceries.morrisons.com/products/lynx-fine-fragrance-collection-deodorant-bodyspray-aqua-bergamot/113643758,4.0,113643758.0,male,male,neutral,0.35547566164113037,0.4789115103876296,0.16561282797124002
6,https://groceries.morrisons.com/products/colgate-max-white-ultra-manual-soft-toothbrush/113937158,4.0,113937158.0,male,female,neutral,0.49231219196771064,0.42346690373869394,0.08422090429359547
7,https://groceries.morrisons.com/products/morrisons-vitamin-e-400iu/111737611,4.0,111737611.0,female,female,female,0.6116671572558403,0.253428210095381,0.13490463264877875
8,http://groceries.asda.com/product/bath-shower--soap/nivea-cashmere--cotton-oil-shower-gel/45114148,3.0,45114148.0,female,female,female,0.7308992144060671,0.15612844705416956,0.11297233853976321
9,https://groceries.morrisons.com/products/nivea-cashmere--cotton-seed-oil-shower-gel/100669051,4.0,100669051.0,female,female,female,0.7308992144060671,0.15612844705416956,0.11297233853976321
10,www.tesco.com/groceries/en-GB/products/257967274,1.0,257967274.0,female,male,neutral,0.4286624651132553,0.43356125998935846,0.13777627489738628
11,www.tesco.com/groceries/en-GB/products/315381884,1.0,315381884.0,female,male,male,0.1725194761748901,0.6939759366454376,0.1335045871796723
12,https://groceries.morrisons.com/products/impulse-o2-body-spray/113302865,4.0,113302865.0,female,male,male,0.1725194761748901,0.6939759366454376,0.1335045871796723
13,https://groceries.morrisons.com/products/alpecin-c1-caffeine-shampoo/112899997,4.0,112899997.0,male,male,neutral,0.37336000225897736,0.4907963614375446,0.13584363630347815
14,https://www.sainsburys.co.uk/gol-ui/product/nivea-men-sport-shower-gel-400ml,2.0,8017050.0,male,male,male,0.21948108300659797,0.6674230815999402,0.1130958353934618
15,www.tesco.com/groceries/en-GB/products/266121806,1.0,266121806.0,female,female,female,0.7757034526893297,0.11749735889618461,0.10679918841448566
16,https://groceries.morrisons.com/products/gillette-fusion-value-pack-razor--9-blades/113037467,4.0,113037467.0,male,male,male,0.3296007184080276,0.5418259506339195,0.12857333095805293
17,https://groceries.morrisons.com/products/jolen-creme-bleach-mild/100672621,4.0,100672621.0,female,male,male,0.2545961165888434,0.5879343587166589,0.15746952469449765
18,https://groceries.morrisons.com/products/oral-b-pro-1-680-3dw-pink-rechargeable-toothbrush--travel-case/112699047,4.0,112699047.0,female,male,male,0.2415762430557719,0.6410507656331711,0.11737299131105697
19,www.tesco.com/groceries/en-GB/products/325116068,1.0,325116068.0,female,female,female,0.7833508933238068,0.11314943178892353,0.10349967488726954
20,https://groceries.morrisons.com/products/sunny-the-pink-one-5-blade-razor/111349782,4.0,111349782.0,female,female,female,0.7992478482092253,0.1249167286433988,0.07583542314737575
21,https://groceries.morrisons.com/products/king-of-shaves-sensitive-shave-gel/113038312,4.0,113038312.0,male,male,male,0.20228190680028574,0.6887513199627102,0.10896677323700406
22,https://groceries.morrisons.com/products/morrisons-vitamin-c-effervescent-vitamins/110756191,4.0,110756191.0,neutral,male,neutral,0.43710907987883196,0.456118168149128,0.10677275197204004
23,https://www.sainsburys.co.uk/gol-ui/product/vitabiotics-feroglobin-capsules-x30,2.0,7682376.0,female,female,neutral,0.4943740565979328,0.41313874101874726,0.09248720238331987
24,https://groceries.morrisons.com/products/nivea-men-protect--care-post-shave-balm/100696025,4.0,100696025.0,male,male,neutral,0.3931822347951634,0.47077503159944845,0.13604273360538813
25,https://www.sainsburys.co.uk/gol-ui/product/vitabiotics-feroglobin-liquid-original-200ml,2.0,7937905.0,female,female,female,0.6734273538192957,0.20394927954053957,0.12262336664016465
26,https://groceries.morrisons.com/products/calvin-klein-eternity-flame-edp-spray/113172693,4.0,113172693.0,female,male,male,0.16022281832565058,0.7458890377998966,0.09388814387445285
27,https://groceries.morrisons.com/products/calvin-klein-eternity-flame-edp-spray/113172693,4.0,113172693.0,female,male,male,0.16022281832565058,0.7458890377998966,0.09388814387445285
28,https://groceries.morrisons.com/products/nivea-black--white-original-72h-anti-perspirant-deodorant-roll-on/102313294,4.0,102313294.0,female,male,male,0.28879191087471756,0.5836528298684932,0.1275552592567892
29,https://groceries.morrisons.com/products/seven-seas-omega-3-fish-oil-with-vitamin-d-capsules/111998547,4.0,111998547.0,neutral,female,female,0.5419478307091017,0.36604150881597325,0.09201066047492502
30,https://groceries.morrisons.com/products/gillette-venus-razor-for-pubic-hair--skin/111887231,4.0,111887231.0,female,female,female,0.6161536300685257,0.24463442816318842,0.13921194176828572
31,https://groceries.morrisons.com/products/sobali-breeze-body-mist/110429342,4.0,110429342.0,female,female,female,0.5393801653524979,0.3289606696504209,0.1316591649970812
32,https://groceries.morrisons.com/products/rock-face-anti-ageing-moisturiser/113934619,4.0,113934619.0,male,male,male,0.2890862978242536,0.5678765463323724,0.1430371558433739
33,https://groceries.morrisons.com/products/nivea-men-sensitive-moisturiser-spf15/113903628,4.0,113903628.0,male,female,neutral,0.44442164247362415,0.41627497301716726,0.13930338450920865
