product_url,gender_label,store_id,product_id,category,processed
http://groceries.asda.com/product/-foot-care/flexitol-heel-balm-for-dry-cracked-heel-g/39894642,0.0,3.0,39894642.0,Skincare,heel balm dry cracked heel g science behind healthy foot foot important easily forgotten come looking rescue heel balm clinically proven quickly effectively treat repair dry cracked skin leaving foot heel look feel smooth healthy unique formulation urea combined skin nourishing ingredient ha designed deeply penetrate skin intense hydration science behind healthy foot foot important easily forgotten come looking rescue heel balm clinically proven quickly effectively treat repair dry cracked skin leaving foot heel look feel smooth healthy unique formulation urea combined skin nourishing ingredient ha designed deeply penetrate skin intense hydration college podiatry user home tester club panel  dry cracked skin visible result day college podiatry clinically proven suitable wellness foot care foot cracked heel cream foot cracked heel cream
http://groceries.asda.com/product/-foot-care/odor-eaters-foot--shoe-spray-antiperspirant-deodorant/1000000982264,2.0,3.0,1000000982264.0,Deodorant,odor eater foot shoe spray deodorant foot shoe spray hour wetness protection deodorant spray instantly hour formula cool keep foot shoe feeling drier comfortable day every day foot shoe spray hour wetness protection deodorant spray instantly hour formula cool keep foot shoe feeling drier comfortable day every day foot shoe keep foot fresh dry h wellness foot care foot nail treatment foot nail treatment
http://groceries.asda.com/product/baby-toiletries--healthcare/johnsons-baby-shampoo/1000108539162,2.0,3.0,1000110000000.0,,baby shampoo without dye sulphate soap support healthy feeling hair scalp gentle pure water sensitive skin tear dye formula baby shampoo shampoo formula tear formula making gentle eye pure water shampoo gently clean delicate baby hair scalp leaving feeling health soft shiny manageable clean support healthy feeling hair scalp gentle pure water sensitive skin tear dye formula baby shampoo shampoo formula tear formula making gentle eye pure water shampoo gently clean delicate baby hair scalp leaving feeling health soft shiny manageable toddler baby toiletry baby toddler hair care baby hair care
http://groceries.asda.com/product/bath-shower--soap/asda--in--sea-salt-and-fennel-extract-shower-gel-for-men/1000138674311,1.0,3.0,1000138674311.0,Body Wash,sea salt fennel extract shower gel  toiletry beauty bath shower soap shower gel body wash shower gel body wash
http://groceries.asda.com/product/bath-shower--soap/bulldog-bulldog-skincare-lemon--bergamot-shower-gel-ml/1000383181165,1.0,3.0,1000383181165.0,Body Wash,bulldog bulldog lemon bergamot shower gel simply zest refreshing shower gel  designed deliver rich lather gently cleanse leaving feeling bulldog shower gel dry normal skin made naturally derived cleanser natural fragrance uplifting scent note ginger patchouli lime simply zest refreshing shower gel  designed deliver rich lather gently cleanse leaving feeling bulldog shower gel dry normal skin made naturally derived cleanser natural fragrance uplifting scent note ginger patchouli lime bulldog believe making quality product  unlock true potential natural origin ingredient lemon bergamot shower gel rich lather refreshing shower gel  designed deliver rich lather fresh scent note lemon bergamot gently clean made naturally derived cleanser leaving feeling natural fragrance lemon bergamot fragrance natural blend essential oil natural origin ingredient quality product unlock true potential natural origin ingredient plastic beauty bath shower soap shower gel body wash shower gel body wash
http://groceries.asda.com/product/bath-shower--soap/bulldog-skincare-original-shower-gel/1000383181052,1.0,3.0,1000383181052.0,Body Wash,bulldog original shower gel lather late never refreshing shower gel  designed deliver rich lather gently cleanse skin leaving feeling bulldog shower gel dry normal skin made naturally derived cleanser natural fragrance signature scent note lemon geranium patchouli lather late never refreshing shower gel  designed deliver rich lather gently cleanse skin leaving feeling bulldog shower gel dry normal skin made naturally derived cleanser natural fragrance signature scent note lemon geranium patchouli bulldog believe making quality product  unlock true potential natural origin ingredient original shower gel herbal refreshing signature scent note lemon geranium patchouli gently clean leaving feeling rich lather start day right natural origin ingredient quality product unlock true potential natural origin ingredient product product completely ingredient derived animal source plastic beauty bath shower soap shower gel body wash shower gel body wash
http://groceries.asda.com/product/bath-shower--soap/bulldog-skincare-peppermint--eucalyptus-shower-gel/1000383181247,1.0,3.0,1000383181247.0,Body Wash,bulldog peppermint eucalyptus shower gel gym bag early morning minty shower gel  designed deliver rich lather gently cleanse leaving feel bulldog shower gel dry normal skin made naturally derived cleanser natural fragrance fresh scent note peppermint spearmint eucalyptus gym bag early morning minty shower gel  designed deliver rich lather gently cleanse leaving feel bulldog shower gel dry normal skin made naturally derived cleanser natural fragrance fresh scent note peppermint spearmint eucalyptus bulldog believe making quality product  unlock true potential natural origin ingredient peppermint eucalyptus shower gel crisp invigorating scent invigorating note peppermint spearmint eucalyptus gently clean leaving feeling rich lather start day right natural origin ingredient quality product unlock true potential natural origin ingredient product product completely ingredient derived animal source plastic beauty bath shower soap shower gel body wash shower gel body wash
http://groceries.asda.com/product/bath-shower--soap/carex-antibacterial-hand--surface-spray/1000278922399,2.0,3.0,1000278922399.0,Cleaning Liquid,antibacterial hand surface spray new antibacterial hand surface spray bacteria virus go safe hand surface disinfectant spray perfect hygienic cleaning go occasion work commuting shopping much quick drying antibacterial spray formulation help family feel free get stuck life go without access hand washing facility trust weve keep hand healthy nation year thats virus new antibacterial hand surface spray bacteria virus go safe hand surface disinfectant spray perfect hygienic cleaning go occasion work commuting shopping much quick drying antibacterial spray formulation help family feel free get stuck life go without access hand washing facility trust weve keep hand healthy nation year thats virus safe surface fragrance free alcohol use beauty bath shower soap hand wash hand wash
http://groceries.asda.com/product/bath-shower--soap/cussons-creations-limited-editions-shower-gel-apricot--jungle-papaya-ml/1000383190190,2.0,3.0,1000383190190.0,Body Wash,creation limited edition shower gel apricot jungle papaya tickle wildly wondrous blend juicy jungle papaya sunny dollop apricot nectar totally tropical leaf skin feeling clean soft get ready wild shower adventure giraffe shower settle regular wash safari fun skin picture jungle juicy jungle papaya sunny kick dollop apricot coming together tropical explosion thats shower gel wildly wonderful escape hey grandma body wash safari scent thats basically party fragrance smell jungle dance gentle cleanser wild concoction like shower explorer making sure skin clean soft jungle breeze shower ticket world stress rare giraffe jungle leaving feeling also adventurous safari explorer oh mention proudly thats right potion totally testing furry buddy pure wild joy tickling giraffe shower gel spreading love skin pal elevate shower game giraffe shower shower time tropical safari lather wild fragrant party let face shower fabulous jungle adventure tickle wildly wondrous blend juicy jungle papaya sunny dollop apricot nectar totally tropical leaf skin feeling clean soft get ready wild shower adventure giraffe shower settle regular wash safari fun skin picture jungle juicy jungle papaya sunny kick dollop apricot coming together tropical explosion thats shower gel wildly wonderful escape hey grandma body wash safari scent thats basically party fragrance smell jungle dance gentle cleanser wild concoction like shower explorer making sure skin clean soft jungle breeze shower ticket world stress rare giraffe jungle leaving feeling also adventurous safari explorer oh mention proudly thats right potion totally testing furry buddy pure wild joy tickling giraffe shower gel spreading love skin pal elevate shower game giraffe shower shower time tropical safari lather wild fragrant party let face shower fabulous jungle beauty bath shower soap shower gel body wash shower gel body wash
http://groceries.asda.com/product/bath-shower--soap/dove-advanced-care-body-wash-nourishing-silk--ml/1000383220050,2.0,3.0,1000383220050.0,Body Wash,dove advanced care body wash nourishing silk different skin skin dryness show differently everyone mild occasionally dry skin driven weather fluctuation dry patch galore matter dry skin may look feel dove advanced care nourishing silk body wash ha got covered specially transform even driest skin one shower gentle body cleanser us hour technology deposit million powerfully droplet onto skin instead getting washed absorb deeply work continuously skin natural renewal process strengthen barrier help retain boost moisture even body wash help turn every shower act giving hour skin shower gel formula made naturally derived cleanser nutrient gently cleanse skin nourishing also plastic bottle best result squeeze product generously palm onto shower puff work creamy lather massage body rinse thoroughly use dove body wash part daily skin care routine cleansing lasting nourishment soothing floral scent ingredient break carbon dioxide water mineral test method bottle excluding cap label different skin skin dryness show differently everyone mild occasionally dry skin driven weather fluctuation dry patch galore matter dry skin may look feel dove advanced care nourishing silk body wash ha got covered specially transform even driest skin one shower gentle body cleanser us hour technology deposit million powerfully droplet onto skin instead getting washed absorb deeply work continuously skin natural renewal process strengthen barrier help retain boost moisture even body wash help turn every shower act giving hour skin shower gel formula made naturally derived cleanser nutrient gently cleanse skin nourishing also plastic bottle best result squeeze product generously palm onto shower puff work creamy lather massage body rinse thoroughly use dove body wash part daily skin care routine cleansing lasting nourishment soothing floral scent ingredient break carbon dioxide water mineral test method bottle excluding cap label dove advanced care nourishing silk body wash gently clean deeply skin leaving day body cleanser feature hour technology million droplet continuously renew skin natural moisture leaf skin one shower soothing luxurious floral fragrance gentle skin shower gel formula naturally derived cleanser tested cleanser made nutrient leave skin soft silk discover dove advanced care body wash range plastic beauty bath shower soap shower gel body wash shower gel body wash
